Stadt;Ortsteil;Straße;Zone;Härtegrad;Natrium;Kalium;Calcium;Magnesium;Chlorid;Nitrat;Sulfat;Anmerkungen;Jahresmittelwerte;Quelle
Heilbronn;;Schmidbergstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Schmollerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Schnepfbrunnenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Schönbeinstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Schöntaler Gasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Schoettlestraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Schollenhaldenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Schongauerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Schozacher Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Schubartstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Schuchmannstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Schüblerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Schützenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Schulberg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Schulbrunnenstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Schulgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Schulstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Schultheiß-Hammer-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Schultheiß-Pfau-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Schumannstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Schutzbarstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Schwabenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Schwabstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Schwaigener Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Schwalbenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Schweinsbergstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Schwibbogengasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Schwindstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Seeligstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Seestraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Seewiesen;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Semmelweisstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Sepp-Herberger-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Sichererstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Sickingerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Siebenbürgenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Siebeneichgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Siebenmorgenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Siebennußbaumstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Siechenhausweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Siedlungsstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Siedlungsweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Siegfried-Gumbel-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Silcherplatz;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Silcherstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Sinsheimer Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Slubicestraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Solothurner Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Sommerau;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Sommerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Sonnenbergstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Sonnengasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Sonnenhalde;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Sontheimer Landwehr;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Sontheimer Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Spechtweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Spemannstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Sperberweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Sperlingsberg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Sperlingsweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Spethstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Speyerer Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Spitzwegstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Sporerweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Staadäckerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Stäffelesweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Staehlenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Staffelstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Staffelweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Starenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Starnberger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Stauchenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Staudingerweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Staufenberger Weg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Staufenbergstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Stedinger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Stefan-Zweig-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Steinäckerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Steinbrünnleswiesen;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Steinhaldestraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Steinstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Steinweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Stephanstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Sternberg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Sternenfelser Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Stettener Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Stettenfelser Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Stettiner Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Steubenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Stielerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Stockgartenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Stockheimer Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Stockportstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Stolzestraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Stormweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Straßburger Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Stresemannstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Strombergstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Sturzstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Stuttgarter Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Sudetenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Südbahnhof;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Südstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Sülmermühlstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Sülmerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Synagogenweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Szillaweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Tabakstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Talheimer Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Talstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Talweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Tannenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Tatschenweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Taubenweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Taxisstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Teichäckerweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Teichstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Teutonenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Theodor-Heuss-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Theodor-Körner-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Theodor-Zimmermann-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Theophil-Wurm-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Theresienstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Thomas-Mann-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Thomastraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Thomaswert;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Tilsiter Weg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Tischbeinstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Titotstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Tölzer Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Tränkgasse;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Trappensee;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Traubenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Traunsteiner Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Trautenhof;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Trollingerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Truchseßweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Tscherningstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Tulpenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Tulpenweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Turmstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Turnerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Uhdestraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Uhlandplatz;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Uhlandstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Uhlandstraße ab Nr. 25;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Ulmenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Ulrich-Fischer-Weg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Ulrich-Stechele-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Ulrichstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Unter dem Bruhweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Untere Kanalstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Untere Neckarstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Unterer Hagelsberg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Unterlandstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Urbanstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Veilchenweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Verdistraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Viehweide;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Viereckiges Stück;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Viktor-Scheffel-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Victoria-Wolf-Weg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Villmatstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Virchowstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Vogelsangstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Von-Klug-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Von-Witzleben-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wacholderweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Wachtelweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Wacksstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Wagenburgstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Waiblingerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Walheimer Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wannenäckerstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Wartberg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wartbergsteige;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Wartbergsteige Nr. 88, 92, 109;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wartbergstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Weberstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Weidach;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Weidenbäumle;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Weidemannsgasse;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Weidenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Weigandtweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Weinbergstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Weingartspfädle;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Weinsberger Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Weipertstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Weirachstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Weißbaumstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Welschstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Wendelinstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Werderstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wertheimer Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Wertwiesen;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Westlicher Bretterweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Weststraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Widmannstal;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Widmannstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Wielandweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wieselweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Wiesenweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Wildecker Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wilhelm-Blos-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wilhelm-Busch-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wilhelm-Flinspach-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Wilhelm-Leuschner-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Wilhelmstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wilhelm-Schäffer-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Wimpfener Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Wimpfener Weg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Windgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Winzerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wittumhalde;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Wittumweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Wohlgelegen;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Wolfganggasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Wollhausstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Wollhausstraße ab Nr. 90;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wormser Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Würzburger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Wüstenroter Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Wunnensteinstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Zabergäustraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Zehentgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Zeisigstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Zellerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Zeppelinstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Ziegeleistraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Ziegeleistraße ab Nr. 17+20;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Ziegeleiweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Zieglerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Ziemssenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Zückwolfstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Zügelstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Zweite Hohl;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Zwirnereistraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
